N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
681	0	1.1	9.11799967288971	1.90399996936321	1.00199999287724	ENST00000322157_42	[1 - 2994] cdna:known chromosome:GRCh37:17:45608430:45700642:1 gene:ENSG00000141279 gene_biotype:protein_coding transcript_biotype:protein_coding	42	1					
681	0	1.08	8.74300003051758	2.07700002938509	1.09299998730421	tr|E9PLK3|E9PLK3_HUMAN	Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=1	HUMAN	1					
681	0	1.08	9.53499972820282	2.26499997079372	1.19200004264712	tr|B7Z463|B7Z463_HUMAN	Uncharacterized protein OS=Homo sapiens GN=NPEPPS PE=1 SV=1	HUMAN	1					
682	1.1	1.1	19.08999979496	3.03000006824732	3.03000006824732	bcep_c_2_12483	Burkholderia cepacia GG4 [2083990 - 2083001] (REVERSE SENSE)  ORF	c_2_12483	1					
683	1.1	1.1	21.9699993729591	4.62399981915951	4.62399981915951	tr|J3KNB4|J3KNB4_HUMAN	Cathelicidin antimicrobial peptide OS=Homo sapiens GN=CAMP PE=4 SV=1	HUMAN	1					
683	0	1.1	22.3499998450279	4.70600016415119	4.70600016415119	sp|P49913|CAMP_HUMAN	Cathelicidin antimicrobial peptide OS=Homo sapiens GN=CAMP PE=1 SV=1	HUMAN	1					
684	1.1	1.1	4.75500002503395	1.84000004082918	1.84000004082918	pbus_c_3_18	Prevotella buccalis ATCC 35310 [5766 - 7721] radical SAM domain protein	c_3_18	1					
685	1.1	1.1	15.7900005578995	5.92099986970425	5.92099986970425	not014_c_2_1303	Neisseria sp. oral taxon 014 F0314 [5053 - 4598] hypothetical protein	c_2_1303	1					
686	1.1	1.1	13.2400006055832	13.2400006055832	13.2400006055832	ppro_c_1_17937	Propionibacterium propionicum F0230a [1414899 - 1414696] (REVERSE SENSE)  ORF	c_1_17937	1					
687	1.1	1.1	6.4520001411438	6.4520001411438	6.4520001411438	bext1730_c_2_392	Bulleidia extructa W1219, ATCC BAA-170, DSM 13220 [143983 - 143240] (REVERSE SENSE) ORF	c_2_392	1					
688	1.1	1.1	75	75	75	ENST00000601857_4	[164 - 223] cdna:known chromosome:GRCh37:19:53837002:53854337:1 gene:ENSG00000213799 gene_biotype:protein_coding transcript_biotype:protein_coding	4	1					
689	1.09	4.63	30.6699991226196	20.6699997186661	20.6699997186661	tr|C9J1Z8|C9J1Z8_HUMAN	ADP-ribosylation factor 5 (Fragment) OS=Homo sapiens GN=ARF5 PE=1 SV=1	HUMAN	3					
689	0	4.63	25.560000538826	17.2199994325638	17.2199994325638	sp|P84085|ARF5_HUMAN	ADP-ribosylation factor 5 OS=Homo sapiens GN=ARF5 PE=1 SV=2	HUMAN	3					
689	0	4.63	19.9100002646446	13.4200006723404	13.4200006723404	ENST00000000233_6	[2 - 694] cdna:known chromosome:GRCh37:7:127228399:127231759:1 gene:ENSG00000004059 gene_biotype:protein_coding transcript_biotype:protein_coding	6	3					
690	1.09	1.1	16.949999332428	16.949999332428	16.949999332428	ENST00000573882_17	[884 - 1060] cdna:known chromosome:GRCh37:17:78143811:78183130:1 gene:ENSG00000141527 gene_biotype:protein_coding transcript_biotype:protein_coding	17	1					
691	1.09	1.09	17.4300000071526	2.85700000822544	2.85700000822544	ssal1367_c_1_5384	Streptococcus salivarius JIM8780 [1348232 - 1347183] (REVERSE SENSE)  ORF	c_1_5384	1					
692	1.09	1.09	12.83999979496	11.0100001096725	11.0100001096725	lmir_c_9_418	Lautropia mirabilis ATCC 51599 [115387 - 115713] hypothetical protein	c_9_418	1					
693	1.09	1.09	7.79599994421005	4.83900010585785	4.83900010585785	cdur_c_13_413	Corynebacterium durum F0235 [24236 - 23121] (REVERSE SENSE) ORF	c_13_413	1					
694	1.09	1.09	9.90099981427193	9.90099981427193	9.90099981427193	vaty_c_5_139	Veillonella atypica ACS-134-V-Col7a [75361 - 75663] hypothetical protein	c_5_139	1					
695	1.09	1.09	6.07700012624264	6.07700012624264	6.07700012624264	toti_c_61_25	Turicella otitidis ATCC 51513 [7896 - 8438]  ORF	c_61_25	1					
696	1.09	1.09	38.4600013494492	38.4600013494492	38.4600013494492	ENST00000409546_6	[304 - 381] cdna:putative chromosome:GRCh37:2:174939965:175113088:-1 gene:ENSG00000138430 gene_biotype:protein_coding transcript_biotype:protein_coding	6	1					
697	1.08	1.09	7.58100003004074	2.2859999909997	1.32400002330542	lcri_c_1_3362	Lactobacillus crispatus ST1 [1565500 - 1563008] DNA repair atpase	c_1_3362	1					
698	1.08	1.09	31.8500012159348	6.36899992823601	6.36899992823601	paer_c_1_27059	Pseudomonas aeruginosa LESB58 [4263472 - 4263002] hypothetical protein	c_1_27059	1					
699	1.08	1.09	10.0000001490116	10.0000001490116	10.0000001490116	ctes_c_1_7682	Comamonas testosteroni KF-1 [2119984 - 2120343] hypothetical protein	c_1_7682	1					
700	1.08	1.08	4.69699986279011	0.173200003337115	0.173200003337115	pmir1289_c_1_2731	Proteus mirabilis HI4320 [2185083 - 2198942]  ORF	c_1_2731	1					
701	1.08	1.08	10.6100000441074	2.3870000615716	2.3870000615716	pdenta_c_9_286	Prevotella dentalis DSM 3688 [98814 - 99944] hypothetical protein	c_9_286	1					
702	1.08	1.08	19.7200000286102	2.53500007092953	2.53500007092953	daci_c_1_17914	Delftia acidovorans SPH-1 ATCC15668 [5068301 - 5069365] hypothetical protein	c_1_17914	1					
703	1.08	1.08	8.01900029182434	8.01900029182434	8.01900029182434	psal_c_97_52	Prevotella salivae DSM 15606 [1237 - 602] thymidylate synthase	c_97_52	1					
704	1.08	1.08	10.7799999415874	10.7799999415874	10.7799999415874	mlot_c_1_24513	Mesorhizobium loti MAFF303099 [6632959 - 6633459] hypothetical protein	c_1_24513	1					
705	1.07	1.08	28.0800014734268	6.16400018334389	6.16400018334389	esak_c_1_14269	Cronobacter sakazakii ATCC BAA-894 [3778736 - 3778299] hypothetical protein	c_1_14269	1					
706	1.07	1.08	4.29200008511543	4.29200008511543	4.29200008511543	bdim1892_c_47_99	Brevundimonas diminuta 470-4, ATCC 13184 [21196 - 20498] (REVERSE SENSE) ORF	c_47_99	1					
707	1.07	1.07	10.249999910593	1.55300004407763	1.55300004407763	lot107_c_1_714	Lachnospiraceae bacterium Oral taxon 107 F0167 [212391 - 209494] translation initiation factor IF-2	c_1_714	1					
708	1.07	1.07	20.0000002980232	2.17400006949902	2.17400006949902	aot175_c_1_1527	Actinomyces sp. oral taxon 175 F0384 [462002 - 463381] hypothetical protein	c_1_1527	1					
709	1.07	1.07	24.1099998354912	14.1800001263618	6.38300031423569	bcep_c_2_13769	Burkholderia cepacia GG4 [1674955 - 1674533] (REVERSE SENSE)  ORF	c_2_13769	1					
710	1.07	1.07	79.6899974346161	15.6299993395805	15.6299993395805	kpne_c_2_453	Klebsiella pneumoniae NTUH-K2044 [154287 - 154478] hypothetical protein	c_2_453	1					
711	1.07	1.07	38.17999958992	21.8199998140335	21.8199998140335	NCBIABWM_c_8_1477	Enterobacter cancerogenus ATCC 35316 [69216 - 69052] hypothetical protein	c_8_1477	1					
712	1.07	1.07	12.3599998652935	12.3599998652935	12.3599998652935	sexi_c_2_220	Slackia exigua ATCC 700122 [67959 - 68225] hypothetical protein	c_2_220	1					
713	1.07	1.07	4.96900007128716	4.96900007128716	4.96900007128716	ENST00000600466_6	[142 - 624] cdna:known chromosome:GRCh37:19:50304804:50307797:1 gene:ENSG00000196961 gene_biotype:protein_coding transcript_biotype:retained_intron	6	1					
714	1.06	1.07	8.30399990081787	3.80599983036518	3.80599983036518	sot133_c_2_743	Selenomonas sp. oral taxon 133 F0473 [228287 - 229153]  ORF	c_2_743	1					
715	1.06	1.06	10.5800002813339	0.937699992209673	0.937699992209673	lot107_c_1_831	Lachnospiraceae bacterium Oral taxon 107 F0167 [106715 - 102237] UbiD family decarboxylase	c_1_831	1					
716	1.06	1.06	18.129999935627	2.09199991077185	2.09199991077185	jant_c_3_566	Jonquetella anthropi DSM 22815 [186588 - 188738]  ORF	c_3_566	1					
717	1.06	1.06	19.42999958992	5.71400001645088	5.71400001645088	amas_c_88_6	Actinomyces massiliensis F0489 [1016 - 1540]  ORF	c_88_6	1					
718	1.06	1.06	11.9400002062321	4.47800010442734	4.47800010442734	pora_c_4_131	Prevotella oralis ATCC 33269 [53175 - 53978] hypothetical protein	c_4_131	1					
719	1.06	1.06	20.1900005340576	8.65399986505508	8.65399986505508	mlot_c_1_9779	Mesorhizobium loti MAFF303099 [2668438 - 2668749] hypothetical protein	c_1_9779	1					
720	1.06	1.06	17.679999768734	6.07700012624264	6.07700012624264	bdim_c_11_139	Brevundimonas diminuta ATCC 11568 [19791 - 19249] hypothetical protein	c_11_139	1					
721	1.06	1.06	24.5299994945526	24.5299994945526	24.5299994945526	ppse_c_37_152	Pseudomonas pseudoalcaligenes KF707 [40676 - 40518] (REVERSE SENSE) ORF	c_37_152	1					
722	1.06	1.06	31.580001115799	31.580001115799	31.580001115799	pflu1300_c_1_12019	Pseudomonas fluorescens Pf-5 [3676183 - 3676353]  ORF	c_1_12019	1					
723	1.05	1.06	5.88200017809868	5.88200017809868	5.88200017809868	NCBIACEA_c_7_463	Eikenella corrodens ATCC 23834 [16836 - 16429] hypothetical protein	c_7_463	1					
724	1.05	1.05	17.1399995684624	10.8599998056889	5.14300018548965	belk_c_1405_10	Bradyrhizobium elkanii 587 [1602 - 1078] partial (REVERSE SENSE) ORF	c_1405_10	1					
725	1.05	1.05	13.4100005030632	7.31699988245964	7.31699988245964	oant1457_c_2_5051	Ochrobactrum anthropi ATCC 49188 [1450669 - 1451160]  ORF	c_2_5051	1					
726	1.05	1.05	13.5900005698204	13.5900005698204	13.5900005698204	sked_c_1_7244	Sanguibacter keddieii DSM 10542 [2620291 - 2620599] hypothetical protein	c_1_7244	1					
727	1.05	1.05	2.43900008499622	2.43900008499622	2.43900008499622	ngon_c_63_61	Neisseria gonorrhoeae DGI2 [1107 - 1] predicted protein	c_63_61	1					
728	1.05	1.05	10.1899996399879	10.1899996399879	10.1899996399879	NCBIABWM_c_15_171	Enterobacter cancerogenus ATCC 35316 [59209 - 59532] hypothetical protein	c_15_171	1					
729	1.04	1.04	15.3400003910065	2.23999992012978	2.23999992012978	mcat_c_1_6130	Moraxella catarrhalis  [602631 - 599953] alaS gene product	c_1_6130	1					
730	1.04	1.04	6.71800002455711	1.67900007218122	1.67900007218122	sspu_c_2_1147	Selenomonas sputigena ATCC 35185 [74357 - 72393] methyl-accepting chemotaxis sensory transducer with Cache sensors	c_2_1147	1					
731	1.04	1.04	60.0000023841858	20.0000002980232	20.0000002980232	oant1457_c_2_6213	Ochrobactrum anthropi ATCC 49188 [1776816 - 1776965]  ORF	c_2_6213	1					
732	1.04	1.04	2.48099993914366	2.48099993914366	2.48099993914366	bot274_c_4_607	Bacteroidetes bacterium oral taxon 274 F0058 [78095 - 76887] cell surface protein	c_4_607	1					
733	1.04	1.04	27.2700011730194	27.2700011730194	27.2700011730194	ENST00000446972_22	[853 - 951] cdna:pseudogene chromosome:GRCh37:X:35729028:35730059:1 gene:ENSG00000233663 gene_biotype:pseudogene transcript_biotype:processed_pseudogene	22	1					
734	1.03	1.04	12.0600000023842	12.0600000023842	12.0600000023842	anae_c_1_9149	Actinomyces naeslundii MG1 [2735635 - 2736057] hypothetical protein	c_1_9149	1					
735	1.03	1.03	6.74199983477592	4.7749999910593	4.7749999910593	pflu_c_1_522	Pseudomonas fluorescens Pf0-1 [172515 - 173582] secretion protein HlyD	c_1_522	1					
736	1.03	1.03	3.30200009047985	1.29699995741248	1.29699995741248	RRRRRgsan_c_36_4	REVERSED Gemella sanguinis M325 [4242 - 6785] LPXTG-domain-containing protein cell wall anchor protein	c_36_4	1					
737	1.03	1.03	30.4300010204315	13.0400002002716	13.0400002002716	sp|P62857|RS28_HUMAN	40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1	HUMAN	1					
737	0	1.03	27.6300013065338	11.8400000035763	11.8400000035763	ENST00000536115_2	[1 - 228] cdna:pseudogene chromosome:GRCh37:17:18476045:18476415:1 gene:ENSG00000227077 gene_biotype:pseudogene transcript_biotype:processed_pseudogene	2	1					
738	1.03	1.03	4.18800003826618	4.18800003826618	4.18800003826618	pflu1300_c_1_13626	Pseudomonas fluorescens Pf-5 [4154207 - 4154779]  ORF	c_1_13626	1					
739	1.03	1.03	11.2700000405312	11.2700000405312	11.2700000405312	NCBIACEB_c_5_156	Corynebacterium matruchotii ATCC 33806 [47239 - 47451] hypothetical protein	c_5_156	1					
740	1.02	1.03	15.7900005578995	15.7900005578995	15.7900005578995	ENST00000422555_9	[362 - 532] cdna:known chromosome:GRCh37:3:197836983:197837809:1 gene:ENSG00000232783 gene_biotype:pseudogene transcript_biotype:retained_intron	9	1					
741	1.02	1.02	14.0100002288818	1.30599997937679	1.30599997937679	pcat_c_9_79	Porphyromonas catoniae F0037 [35781 - 38306]  ORF	c_9_79	1					
742	1.02	1.02	10.8400002121925	2.46300008147955	2.46300008147955	lsha_c_3_252	Leptotrichia shahii DSM 19757 [222417 - 224243]  ORF	c_3_252	1					
743	1.02	1.02	10.3399999439716	3.1029999256134	3.1029999256134	smal_c_1_23149	Stenotrophomonas maltophilia R551-3 [2677032 - 2676163] hypothetical protein	c_1_23149	1					
744	1.02	1.02	33.3299994468689	12.219999730587	12.219999730587	jant_c_2_260	Jonquetella anthropi DSM 22815 [79346 - 79615]  ORF	c_2_260	1					
745	1.02	1.02	10.0900001823902	4.41600009799004	4.41600009799004	daci_c_1_21221	Delftia acidovorans SPH-1 ATCC15668 [6035765 - 6036715] hypothetical protein	c_1_21221	1					
746	1.02	1.02	14.4899994134903	14.4899994134903	14.4899994134903	ENST00000564419_14	[728 - 934] cdna:putative chromosome:GRCh37:16:69354043:69362569:-1 gene:ENSG00000213380 gene_biotype:protein_coding transcript_biotype:processed_transcript	14	1					
747	1.01	1.02	9.55199971795082	3.28399986028671	3.28399986028671	axyl_c_1_19333	Achromobacter xylosoxidans A8 [5796557 - 5797561] ATPase	c_1_19333	1					
748	1.01	1.01	12.0899997651577	2.09299996495247	1.04700000956655	paer_c_1_12107	Pseudomonas aeruginosa LESB58 [3939380 - 3941959] hypothetical protein	c_1_12107	1					
749	1.01	1.01	19.4700002670288	1.88400000333786	1.88400000333786	ecol1511_c_1_20838	Escherichia coli O157:H7 str. EC4115 [3254401 - 3252491] (REVERSE SENSE)  ORF	c_1_20838	1					
750	1.01	1.01	36.9599997997284	4.71000000834465	4.71000000834465	pbiv_c_38_15	Prevotella bivia JCVIHMP010 [9416 - 10243] ABC transporter, ATP-binding protein	c_38_15	1					
751	1.01	1.01	6.95099979639053	1.34500004351139	1.34500004351139	oot108_c_1_7866	Oribacterium sp. oral taxon 108 F0425 [1492448 - 1489773] alanine--tRNA ligase	c_1_7866	1					
752	1.01	1.01	21.7600002884865	5.88200017809868	5.88200017809868	vpara_c_1_9956	Variovorax paradoxus S110 [3249525 - 3250034] cyclophilin type peptidyl-prolyl cis-trans isomerase	c_1_9956	1					
753	1.01	1.01	16.4299994707108	12.1399998664856	12.1399998664856	sked_c_1_20325	Sanguibacter keddieii DSM 10542 [1187131 - 1186712] hypothetical protein	c_1_20325	1					
754	1.01	1.01	12.66999989748	5.99999986588955	5.99999986588955	rcap_c_1_17715	Rhodobacter capsulatus SB 1003 [1842133 - 1841684] hypothetical protein	c_1_17715	1					
755	1.01	1.01	11.2700000405312	11.2700000405312	11.2700000405312	smal1329_c_1_9589	Stenotrophomonas maltophilia K279a [2693359 - 2693970]  ORF	c_1_9589	1					
756	1.01	1.01	35.7100009918213	35.7100009918213	35.7100009918213	cot336_c_12_96	Capnocytophaga sp. oral taxon 336 F0502 [52742 - 52909]  ORF	c_12_96	1					
757	1	1	14.470000565052	3.67200002074242	3.67200002074242	sp|P61978|HNRPK_HUMAN	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	HUMAN	1					
757	0	1	15.2300000190735	3.86399999260902	3.86399999260902	sp|P61978-3|HNRPK_HUMAN	Isoform 3 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK	HUMAN	1					
757	0	1	14.4400000572205	3.66399995982647	3.66399995982647	sp|P61978-2|HNRPK_HUMAN	Isoform 2 of Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK	HUMAN	1					
757	0	1	13.0799993872643	3.97199988365173	3.97199988365173	tr|Q5T6W5|Q5T6W5_HUMAN	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	HUMAN	1					
757	0	1	14.7799998521805	4.48499992489815	4.48499992489815	tr|Q5T6W2|Q5T6W2_HUMAN	Heterogeneous nuclear ribonucleoprotein K (Fragment) OS=Homo sapiens GN=HNRNPK PE=1 SV=1	HUMAN	1					
758	1	1	21.2599992752075	3.98700013756752	3.98700013756752	ppro_c_1_3431	Propionibacterium propionicum F0230a [1056009 - 1056911]  ORF	c_1_3431	1					
759	1	1	3.42199988663197	0.834699999541044	0.834699999541044	cmor_c_7_122	Catonella morbi ATCC 51271 [69485 - 73078] glutamate dehydrogenase	c_7_122	1					
760	1	1	2.77800001204014	1.38900000602007	1.38900000602007	lreu_c_1_812	Lactobacillus reuteri F275 [573548 - 575275] cytochrome D ABC transporter ATP-binding and permease componentss	c_1_812	1					
761	1	1	12.7100005745888	4.23699989914894	4.23699989914894	belk_c_1272_13	Bradyrhizobium elkanii 587 [719 - 12] (REVERSE SENSE) ORF	c_1272_13	1					
762	1	1	15.6800001859665	4.8650000244379	4.8650000244379	ENST00000561302_22	[1046 - 1600] cdna:known chromosome:GRCh37:15:76352326:76521462:1 gene:ENSG00000169758 gene_biotype:protein_coding transcript_biotype:nonsense_mediated_decay	22	1					
763	1	1	9.34299975633621	4.15199995040894	4.15199995040894	synsp_sgp_c_1_12268	Synergistetes sp. SGP1 [1024119 - 1023253] (REVERSE SENSE)  ORF	sgp_c_1_12268	1					
764	1	1	5.77600002288818	2.88800001144409	2.88800001144409	ajoh_c_134_42	Actinomyces johnsonii F0330 [1284 - 454] RmlD substrate binding domain protein	c_134_42	1					
765	1	1	4.80599999427795	2.77299992740154	2.77299992740154	RRRRRsp|Q9H223|EHD4_HUMAN	REVERSED EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1	HUMAN	1					
766	1	1	25.560000538826	14.4400000572205	14.4400000572205	NCBIABWK_c_4_782	Mitsuokella multacida A 405-1, DSM 20544, ATCC 27723, NCTC 10 [241840 - 242109] hypothetical protein	c_4_782	1					
767	1	1	7.46299996972084	7.46299996972084	7.46299996972084	elen_c_1_5930	Eggerthella lenta VPI 0255, DSM 2243 [1860030 - 1860431] hypothetical protein	c_1_5930	1					
768	1	1	10.2300003170967	10.2300003170967	10.2300003170967	belk_c_91_30	Bradyrhizobium elkanii 587 [8342 - 8605]  ORF	c_91_30	1					
769	0.99	9.13	41.3500010967255	23.819999396801	18.6499997973442	sp|Q13885|TBB2A_HUMAN	Tubulin beta-2A chain OS=Homo sapiens GN=TUBB2A PE=1 SV=1	HUMAN	7					
769	0	9.13	39.4800007343292	22.7500006556511	17.8100004792213	ENST00000333628_14	[1 - 1398] cdna:known chromosome:GRCh37:6:3153903:3157760:-1 gene:ENSG00000137267 gene_biotype:protein_coding transcript_biotype:protein_coding	14	7					
769	0	9.13	38.1999999284744	23.819999396801	18.6499997973442	sp|Q9BVA1|TBB2B_HUMAN	Tubulin beta-2B chain OS=Homo sapiens GN=TUBB2B PE=1 SV=1	HUMAN	7					
770	0.99	1	16.6700005531311	16.6700005531311	16.6700005531311	oot108_c_1_2361	Oribacterium sp. oral taxon 108 F0425 [1190870 - 1191031] hypothetical protein	c_1_2361	1					
771	0.99	1	7.69200026988983	7.69200026988983	7.69200026988983	mlep_c_1_9849	Mycobacterium leprae Br4923 [2799167 - 2799595] hypothetical protein	c_1_9849	1					
772	0.99	0.99	12.1699996292591	8.22400003671646	8.22400003671646	vpara_c_1_13412	Variovorax paradoxus S110 [4418012 - 4418923] flagellar biosynthesis protein FliO	c_1_13412	1					
773	0.99	0.99	5.29399998486042	1.96100007742643	1.96100007742643	sart_c_3_575	Selenomonas artemidis F0399 [174178 - 172649] hypothetical protein	c_3_575	1					
774	0.99	0.99	5.98799996078014	5.98799996078014	5.98799996078014	mlot_c_1_11184	Mesorhizobium loti MAFF303099 [3053606 - 3054106] transcription regulator	c_1_11184	1					
775	0.99	0.99	16.3900002837181	16.3900002837181	16.3900002837181	ENST00000548547_15	[993 - 1175] cdna:novel chromosome:GRCh37:12:53491220:53496129:1 gene:ENSG00000167779 gene_biotype:protein_coding transcript_biotype:protein_coding	15	1					
776	0.98	0.99	17.4600005149841	15.8700004220009	15.8700004220009	bot272_c_18_137	Bacteroidetes [G-1] oral taxon 272 F0290 [56228 - 56416]  ORF	G-1	1					
777	0.98	0.98	10.8000002801418	1.39800002798438	1.39800002798438	sked_c_1_18900	Sanguibacter keddieii DSM 10542 [1686274 - 1683914] hypothetical protein	c_1_18900	1					
778	0.98	0.98	10.3399999439716	1.93300005048513	1.93300005048513	paer_c_1_22590	Pseudomonas aeruginosa LESB58 [5728594 - 5725025] selB gene product	c_1_22590	1					
779	0.98	0.98	14.8300006985664	3.81399989128113	3.81399989128113	NCBIAAYI_c_1_5154	Actinomyces odontolyticus DSM 43331, ATCC 17982 [1561898 - 1562605]  ORF	c_1_5154	1					
780	0.98	0.98	9.1949999332428	2.58600004017353	2.58600004017353	oot078_c_10_90	Oribacterium sp. oral taxon 078 F0262 [25531 - 26574] hypothetical protein	c_10_90	1					
781	0.98	0.98	5.62600009143353	1.26099996268749	1.26099996268749	cot338_c_8_71	Capnocytophaga sp. oral taxon 338 F0234 [57021 - 60113] outer membrane protein	c_8_71	1					
782	0.98	0.98	8.04599970579147	2.52899993211031	2.52899993211031	aot170_c_18_83	Actinomyces sp. oral taxon 170 F0386 [24973 - 26277] hypothetical protein	c_18_83	1					
783	0.98	0.98	16.6700005531311	16.6700005531311	16.6700005531311	rmuc_c_5_60	Rothia mucilaginosa ATCC 25296 [17573 - 17770] hypothetical protein	c_5_60	1					
784	0.98	0.98	14.5799994468689	14.5799994468689	14.5799994468689	ppse_c_2_482	Pseudomonas pseudoalcaligenes KF707 [153427 - 153714]  ORF	c_2_482	1					
785	0.97	0.98	22.6400002837181	22.6400002837181	22.6400002837181	scon_c_4_385	Streptococcus constellatus subsp. pharyngis SK1060 [205745 - 205903] hypothetical protein	c_4_385	1					
786	0.97	0.97	5.92500008642673	0.831599999219179	0.831599999219179	pmir_c_8_261	Proteus mirabilis ATCC 29906 [63971 - 61086] pitrilysin	c_8_261	1					
787	0.97	0.97	3.99499982595444	1.29300002008677	1.29300002008677	kpne1249_c_1_3414	Klebsiella pneumoniae Kp342 [1155187 - 1157739]  ORF	c_1_3414	1					
788	0.97	0.97	28.0499994754791	10.980000346899	10.980000346899	amas_c_38_137	Actinomyces massiliensis F0489 [8706 - 8461] (REVERSE SENSE) ORF	c_38_137	1					
789	0.97	0.97	15.6499996781349	9.56500023603439	9.56500023603439	agem_c_21_71	Anaeroglobus geminatus F0357 [21911 - 22255] hypothetical protein	c_21_71	1					
790	0.97	0.97	41.6700005531311	41.6700005531311	41.6700005531311	ENST00000326043_7	[519 - 590] cdna:known chromosome:GRCh37:16:79627735:79634611:-1 gene:ENSG00000178573 gene_biotype:protein_coding transcript_biotype:protein_coding	7	1					
791	0.97	0.97	8.46199989318848	8.46199989318848	8.46199989318848	pdenti_c_1_5690	Prevotella denticola F0289 [1921922 - 1922311] hypothetical protein	c_1_5690	1					
792	0.97	0.97	17.5400003790855	17.5400003790855	17.5400003790855	lfer_c_1_4200	Lactobacillus fermentum IFO 3956 [2018500 - 2018670] hypothetical protein	c_1_4200	1					
793	0.97	0.97	38.0299985408783	38.0299985408783	38.0299985408783	daci_c_1_13819	Delftia acidovorans SPH-1 ATCC15668 [3927569 - 3927781] hypothetical protein	c_1_13819	1					
794	0.96	0.97	12.8299996256828	6.95199966430664	6.95199966430664	ENST00000259963_5	[49 - 609] cdna:known chromosome:GRCh37:6:17600586:17611950:1 gene:ENSG00000137414 gene_biotype:protein_coding transcript_biotype:protein_coding	5	1					
795	0.96	0.97	45.4499989748001	45.4499989748001	45.4499989748001	pend_c_16_76	Porphyromonas endodontalis ATCC 35406 [26545 - 26381] hypothetical protein	c_16_76	1					
796	0.96	0.96	8.63900035619736	1.06499996036291	1.06499996036291	rcap_c_1_18812	Rhodobacter capsulatus SB 1003 [1489031 - 1486497] hypothetical protein	c_1_18812	1					
797	0.96	0.96	14.4800007343292	6.89700022339821	6.89700022339821	vpara_c_2_1989	Variovorax paradoxus S110 [612106 - 612540] hypothetical protein	c_2_1989	1					
798	0.96	0.96	4.29200008511543	4.29200008511543	4.29200008511543	RRRRRsp|Q86YJ5-2|MARH9_HUMAN	REVERSED Isoform 2 of E3 ubiquitin-protein ligase MARCH9 OS=Homo sapiens GN=MARCH9	HUMAN	1					
799	0.95	0.95	16.5700003504753	3.57800014317036	3.57800014317036	ajoh_c_39_158	Actinomyces johnsonii F0330 [9362 - 7770] hypothetical protein	c_39_158	1					
800	0.95	0.95	4.15400005877018	1.63199994713068	1.63199994713068	fnucp_c_4_320	Fusobacterium nucleatum subsp. polymorphum ATCC 10953 [175959 - 173938] possible transcriptional regulatory protein	c_4_320	1					
800	0	0.95	3.27400006353855	1.63700003176928	1.63700003176928	fnuc_c_1_851	Fusobacterium nucleatum subsp. nucleatum ATCC 25586 [823865 - 825880] transcriptional regulatory protein	c_1_851	1					
801	0.95	0.95	5.70500008761883	1.51000004261732	1.51000004261732	sp|Q96HC4|PDLI5_HUMAN	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	HUMAN	1					
801	0	0.95	6.4180001616478	1.86299998313189	1.86299998313189	sp|Q96HC4-7|PDLI5_HUMAN	Isoform 7 of PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5	HUMAN	1					
801	0	0.95	4.9600001424551	1.43999997526407	1.43999997526407	sp|Q96HC4-6|PDLI5_HUMAN	Isoform 6 of PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5	HUMAN	1					
801	0	0.95	4.72300015389919	1.84799991548061	1.84799991548061	sp|Q96HC4-4|PDLI5_HUMAN	Isoform 4 of PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5	HUMAN	1					
801	0	0.91	4.21900004148483	1.89900007098913	1.89900007098913	tr|F5H7Y0|F5H7Y0_HUMAN	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=1	HUMAN	1					
801	0	0.91	3.89599986374378	3.89599986374378	3.89599986374378	tr|H0Y8Y3|H0Y8Y3_HUMAN	PDZ and LIM domain protein 5 (Fragment) OS=Homo sapiens GN=PDLIM5 PE=1 SV=1	HUMAN	1					
802	0.95	0.95	5.12499995529652	1.52399996295571	1.52399996295571	pflu_c_1_22677	Pseudomonas fluorescens Pf0-1 [5670798 - 5668633] mechanosensitive ion channel MscS	c_1_22677	1					
803	0.95	0.95	12.7499997615814	7.53600001335144	7.53600001335144	pflu1300_c_1_42864	Pseudomonas fluorescens Pf-5 [1072114 - 1071080] (REVERSE SENSE)  ORF	c_1_42864	1					
804	0.95	0.95	9.13499966263771	4.8080001026392	4.8080001026392	pala_c_9_216	Pseudoramibacter alactolyticus ATCC 23263 [71328 - 71951] group-specific protein	c_9_216	1					
